SYMBOL,DATE,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TOTALTRADES,ISIN
NCC,2026-03-06,EQ,143.4,146.49,140.02,141.02,141.3,143.0,2014469,287950311.67,23700,INE868B01028
NESTLEIND,2026-03-06,EQ,1250.0,1264.1,1234.2,1252.4,1257.9,1250.9,830769,1041157809.9,52153,INE239A01024
NHPC,2026-03-06,EQ,74.0,75.25,73.65,74.18,74.02,74.15,14268041,1066343161.7,42714,INE848E01016
NMDC,2026-03-06,EQ,78.0,81.91,77.95,79.79,79.89,78.44,32383963,2597518858.4,76180,INE584A01023
NTPC,2026-03-06,EQ,377.0,385.55,374.65,380.6,381.15,378.05,14940896,5725442810.2,239774,INE733E01010
NUVAMA,2026-03-06,EQ,1243.5,1264.6,1221.2,1225.1,1232.0,1238.1,204216,253185142.3,11925,INE531F01023
NYKAA,2026-03-06,EQ,259.0,262.55,253.25,254.8,253.35,260.8,3007325,773458966.95,43735,INE388Y01029
OBEROIRLTY,2026-03-06,EQ,1482.1,1491.8,1469.3,1474.6,1475.0,1482.1,424324,628446768.3,19560,INE093I01010
OFSS,2026-03-06,EQ,6761.0,6914.0,6690.0,6718.0,6725.0,6789.5,91716,621728740.5,17881,INE881D01027
OIL,2026-03-06,EQ,483.65,489.05,474.7,484.5,484.6,479.1,8128934,3925561108.8,108233,INE274J01014
ONGC,2026-03-06,EQ,279.95,280.95,271.15,278.95,279.9,276.35,30725344,8512379611.3,183148,INE213A01029
PAGEIND,2026-03-06,EQ,31365.0,31825.0,31230.0,31595.0,31610.0,31525.0,24708,779693125.0,11943,INE761H01022
PATANJALI,2026-03-06,EQ,499.9,504.55,496.4,500.55,499.8,499.8,879648,440563877.3,12774,INE619A01035
PAYTM,2026-03-06,EQ,1049.1,1060.9,1035.0,1038.3,1040.0,1052.9,1296267,1356796368.2,34731,INE982J01020
PCJEWELLER,2026-03-06,EQ,9.01,9.24,8.96,9.04,9.0,9.01,29699465,270802742.39,20017,INE785M01021
PERSISTENT,2026-03-06,EQ,4648.4,4830.0,4643.4,4777.5,4785.0,4641.7,1246702,5953816692.5,90122,INE262H01021
PETRONET,2026-03-06,EQ,289.85,296.5,287.8,290.4,287.8,293.05,11172051,3275654326.6,104508,INE347G01014
PFC,2026-03-06,EQ,414.0,425.15,405.75,407.85,407.35,413.65,8236742,3429342921.95,83771,INE134E01011
PFIZER,2026-03-06,EQ,4806.5,4884.0,4806.5,4849.5,4845.0,4806.0,8664,42113758.5,4293,INE182A01018
PGEL,2026-03-06,EQ,610.0,620.75,606.05,609.25,609.9,614.45,1329197,814815666.9,21882,INE457L01029
PHOENIXLTD,2026-03-06,EQ,1626.0,1626.0,1596.5,1603.9,1613.1,1633.6,289704,465597464.0,21204,INE211B01039
PIDILITIND,2026-03-06,EQ,1445.9,1454.4,1430.6,1433.8,1432.0,1445.9,563184,812511346.5,26665,INE318A01026
PIIND,2026-03-06,EQ,3055.0,3127.0,3055.0,3079.6,3085.9,3089.0,111123,343298791.0,14427,INE603J01030
PNB,2026-03-06,EQ,121.45,122.37,118.66,119.31,119.0,122.2,14358834,1734466085.33,77118,INE160A01022
PNBHOUSING,2026-03-06,EQ,788.1,798.8,770.6,772.95,772.2,790.65,584235,457244124.35,16009,INE572E01012
POLICYBZR,2026-03-06,EQ,1466.2,1466.2,1411.0,1428.4,1433.5,1472.8,2360813,3379970060.3,60640,INE417T01026
POLYCAB,2026-03-06,EQ,8562.0,8630.0,8480.0,8552.0,8562.0,8564.0,287941,2471019890.0,42543,INE455K01017
POONAWALLA,2026-03-06,EQ,431.0,435.7,421.0,423.5,422.7,433.6,408658,174777315.6,13190,INE511C01022
POWERGRID,2026-03-06,EQ,299.95,302.75,297.0,299.15,300.0,299.45,15887540,4774417321.3,116065,INE752E01010
POWERINDIA,2026-03-06,EQ,25500.0,26160.0,25320.0,25860.0,25920.0,25305.0,111188,2870818635.0,29074,INE07Y701011
PPLPHARMA,2026-03-06,EQ,153.0,154.81,151.37,151.87,152.0,153.3,1038728,158827641.29,11546,INE0DK501011
PREMIERENE,2026-03-06,EQ,720.0,735.0,714.15,723.65,726.4,720.1,805581,583978138.9,19888,INE0BS701011
PRESTIGE,2026-03-06,EQ,1369.9,1377.4,1330.1,1335.5,1340.3,1375.6,390136,526309194.5,22542,INE811K01011
PTC,2026-03-06,EQ,159.9,161.5,157.78,158.13,158.15,158.6,846809,134866993.28,7630,INE877F01012
PVRINOX,2026-03-06,EQ,1024.0,1040.0,1020.7,1023.3,1022.7,1027.5,231099,236675315.1,15410,INE191H01014
RAIN,2026-03-06,EQ,133.73,138.95,131.6,132.93,132.0,133.66,1826328,246987448.55,9434,INE855B01025
RAMCOCEM,2026-03-06,EQ,1092.6,1105.0,1076.6,1090.2,1089.9,1103.6,60691,66345401.3,9127,INE331A01037
RAYMOND,2026-03-06,EQ,390.5,391.95,377.1,380.7,385.0,390.45,485747,185944250.0,12248,INE301A01014
RBLBANK,2026-03-06,EQ,309.5,310.1,302.7,303.8,302.7,310.1,2199496,675140928.95,23168,INE976G01028
RCOM,2025-12-26,BE,1.08,1.11,1.07,1.11,1.11,1.06,5324645,5876124.0,2466,INE330H01018
RECLTD,2026-03-06,EQ,340.0,350.8,338.5,339.15,338.9,341.85,5579379,1914364097.75,56955,INE020B01018
RELIANCE,2026-03-06,EQ,1396.5,1424.3,1390.3,1404.8,1407.0,1389.4,19311971,27285257299.5,291792,INE002A01018
REPCOHOME,2026-03-06,EQ,360.0,368.9,358.1,362.1,362.4,360.1,62255,22628817.35,2179,INE612J01015
RPOWER,2026-03-06,EQ,22.41,23.24,22.29,22.44,22.49,22.55,50662050,1150715042.4,61610,INE614G01033
RVNL,2026-03-06,EQ,279.25,298.4,278.75,286.0,285.75,279.25,19912627,5788180694.25,126352,INE415G01027
SAIL,2026-03-06,EQ,155.4,157.6,153.51,154.94,154.0,156.15,12234478,1904753369.14,49602,INE114A01011
SAMMAANCAP,2026-03-06,EQ,144.95,147.3,142.0,142.4,143.01,145.21,4797008,692709501.85,19684,INE148I01020
SBICARD,2026-03-06,EQ,728.5,735.45,720.6,724.05,722.1,730.55,981079,712204968.8,22851,INE018E01016
SBILIFE,2026-03-06,EQ,1930.0,1962.9,1924.8,1941.6,1946.0,1945.0,858666,1669709805.4,50408,INE123W01016
SBIN,2026-03-06,EQ,1168.5,1169.3,1138.0,1143.0,1139.8,1169.5,20333328,23454347093.1,265693,INE062A01020
SHREECEM,2026-03-06,EQ,25150.0,25275.0,24825.0,24875.0,24945.0,25200.0,19762,496452185.0,9513,INE070A01015
SHRIRAMFIN,2026-03-06,EQ,1043.9,1052.0,1000.0,1007.5,1010.7,1039.5,8166989,8342233484.7,133668,INE721A01047
SIEMENS,2026-03-06,EQ,3215.1,3318.9,3177.5,3268.9,3269.9,3215.7,384941,1263117040.7,36058,INE003A01024
SJVN,2026-03-06,EQ,72.06,73.2,70.6,70.99,70.95,72.67,3487613,250706738.5,26421,INE002L01015
SOLARINDS,2026-03-06,EQ,14702.0,15576.0,14671.0,15152.0,15150.0,14671.0,395561,6026590188.0,67594,INE343H01029
SONACOMS,2026-03-06,EQ,510.95,521.0,510.0,514.95,515.0,510.95,589454,304185753.05,16919,INE073K01018
SOUTHBANK,2026-03-06,EQ,40.14,40.57,39.6,39.81,39.78,40.33,8506602,341982583.44,22071,INE683A01023
SRF,2026-03-06,EQ,2563.1,2649.0,2555.1,2622.7,2625.0,2563.1,371737,973235316.0,34984,INE647A01010
STAR,2026-03-06,EQ,842.0,871.7,842.0,864.85,858.0,850.65,212118,182705705.55,13040,INE939A01011
SUNPHARMA,2026-03-06,EQ,1784.5,1805.6,1771.8,1799.4,1793.5,1784.5,3669921,6596385331.3,166486,INE044A01036
SUNTV,2026-03-06,EQ,598.4,607.05,583.05,600.05,596.1,595.3,175379,104726650.75,13837,INE424H01027
SUPREMEIND,2026-03-06,EQ,3950.0,4067.7,3935.6,3947.7,3952.0,3950.2,181964,729157935.3,14147,INE195A01028
SUZLON,2026-03-06,EQ,40.25,40.99,39.85,39.99,39.99,40.25,63058597,2546464165.96,108217,INE040H01021
SWIGGY,2026-03-06,EQ,298.1,303.5,295.95,301.5,302.0,298.4,6599802,1983040706.4,61028,INE00H001014
SYNGENE,2026-03-06,EQ,403.7,407.45,398.0,399.7,399.8,403.7,498160,199940292.0,12332,INE398R01022
TATACHEM,2026-03-06,EQ,710.1,716.7,705.0,707.1,707.2,712.25,196705,139855473.9,9051,INE092A01019
TATACOMM,2026-03-06,EQ,1450.1,1498.8,1439.8,1456.7,1470.0,1461.6,359915,531197574.5,42400,INE151A01013
TATACONSUM,2026-03-06,EQ,1119.1,1128.7,1112.1,1116.7,1118.7,1119.1,919798,1030033595.6,51433,INE192A01025
TATAELXSI,2026-03-06,EQ,4420.0,4490.0,4321.0,4330.2,4330.0,4400.0,267961,1175027669.8,29276,INE670A01012
TATAPOWER,2026-03-06,EQ,375.0,385.25,373.1,375.5,375.6,376.85,3748549,1423873118.8,44315,INE245A01021
TATASTEEL,2026-03-06,EQ,199.5,202.2,197.1,198.46,198.79,200.57,28551376,5703261980.33,289239,INE081A01020
TATATECH,2026-03-06,EQ,572.5,585.0,572.5,576.5,578.0,576.1,575421,333426306.5,17584,INE142M01025
TCS,2026-03-06,EQ,2572.0,2619.2,2553.6,2557.6,2560.0,2578.8,3998643,10322655875.3,143599,INE467B01029
TECHM,2026-03-06,EQ,1330.0,1359.5,1326.6,1331.7,1335.6,1333.3,1033627,1383636074.8,72260,INE669C01036
TIINDIA,2026-03-06,EQ,2790.0,2790.0,2714.0,2722.9,2725.6,2781.9,1136373,3139708777.0,20488,INE974X01010
TITAGARH,2026-03-06,EQ,657.95,697.0,653.1,680.3,682.3,658.0,1752717,1201389170.3,65117,INE615H01020
TITAN,2026-03-06,EQ,4250.0,4302.0,4227.0,4244.6,4235.0,4275.2,580562,2475514957.8,61060,INE280A01028
TMPV,2026-03-06,EQ,354.0,354.35,349.35,350.75,350.8,355.15,6929668,2437266839.35,102529,INE155A01022
TORNTPHARM,2026-03-06,EQ,4353.5,4380.3,4287.0,4317.8,4325.9,4353.4,413700,1789638543.2,39780,INE685A01028
TORNTPOWER,2026-03-06,EQ,1495.0,1505.9,1477.3,1481.3,1486.8,1503.9,275269,409091399.4,20002,INE813H01021
TRENT,2026-03-06,EQ,3785.0,3829.0,3715.8,3722.8,3726.0,3790.9,365100,1375256539.7,38739,INE849A01020
TVSMOTOR,2026-03-06,EQ,3806.9,3825.0,3767.9,3784.0,3780.0,3818.4,571666,2165652606.2,43506,INE494B01023
UBL,2026-03-06,EQ,1640.7,1779.1,1627.8,1758.2,1760.0,1650.1,866202,1494989341.7,51257,INE686F01025
UCOBANK,2026-03-06,EQ,27.38,27.55,27.11,27.21,27.29,27.46,6391679,174727544.97,17961,INE691A01018
ULTRACEMCO,2026-03-06,EQ,12160.0,12208.0,11948.0,11987.0,11990.0,12288.0,296585,3577997276.0,51734,INE481G01011
UNIONBANK,2026-03-06,EQ,190.8,193.05,188.0,188.65,188.76,191.2,12364075,2356388468.52,107364,INE692A01016
UNITDSPR,2026-03-06,EQ,1320.0,1417.9,1306.8,1389.8,1390.9,1325.8,5578937,7701477758.4,138639,INE854D01024
UNITECH,2026-03-06,EQ,4.83,4.89,4.81,4.84,4.85,4.82,2078881,10085685.23,1601,INE694A01020
UNOMINDA,2026-03-06,EQ,1117.9,1134.9,1112.1,1121.3,1127.4,1118.3,425766,479930474.5,20000,INE405E01023
UPL,2026-03-06,EQ,629.3,635.0,626.2,628.35,626.2,629.6,3095128,1955262335.7,48999,INE628A01036
VBL,2026-03-06,EQ,444.4,455.75,441.8,447.65,448.65,445.75,4616931,2074630447.75,56069,INE200M01039
VEDL,2026-03-06,EQ,712.1,729.3,701.7,721.0,722.5,711.25,13468762,9707057627.15,138314,INE205A01025
VGUARD,2026-03-06,EQ,305.9,313.5,304.4,311.65,312.9,305.55,92506,28699238.15,5602,INE951I01027
VOLTAS,2026-03-06,EQ,1480.0,1489.4,1460.2,1478.4,1479.9,1485.3,686869,1014355409.3,27439,INE226A01021
WAAREEENER,2026-03-06,EQ,2634.0,2689.9,2621.1,2628.3,2633.0,2646.2,844652,2241316272.8,36850,INE377N01017
WHIRLPOOL,2026-03-06,EQ,910.0,919.8,893.0,896.5,895.0,908.8,169587,153431507.0,10241,INE716A01013
WIPRO,2026-03-06,EQ,195.6,198.93,195.0,195.4,196.0,195.68,9022914,1775105200.49,94511,INE075A01022
WOCKPHARMA,2026-03-06,EQ,1305.1,1346.0,1294.8,1299.6,1304.0,1305.2,313434,413071130.5,18068,INE049B01025
YESBANK,2026-03-06,EQ,20.2,20.5,20.07,20.12,20.1,20.23,61593487,1251079319.63,63104,INE528G01035
ZEEL,2026-03-06,EQ,82.3,82.69,81.51,81.81,81.81,82.39,6607087,541805864.97,21398,INE256A01028
ZYDUSLIFE,2026-03-06,EQ,914.65,919.5,905.8,913.05,910.55,914.65,456550,417104646.8,18885,INE010B01027
